user,date,timestamp,artist,track,id
user16,2023-01-01,1672558417,GG,emptytrack,user16-1672558417
user16,2023-01-01,1672558643,Black Atlass,emptytrack,user16-1672558643
user16,2023-01-01,1672558842,Konx-Om-Pax,emptytrack,user16-1672558842
user16,2023-01-01,1672559028,Martin Mix,emptytrack,user16-1672559028
user16,2023-01-01,1672559249,Just Matthew™,emptytrack,user16-1672559249
user16,2023-01-01,1672559458,SJ,emptytrack,user16-1672559458
user16,2023-01-01,1672559642,King Gizzard & The Lizard Wizard,emptytrack,user16-1672559642
user16,2023-01-01,1672559832,City Calm Down,emptytrack,user16-1672559832
user16,2023-01-01,1672560029,Steffanie Christi'an,emptytrack,user16-1672560029
user16,2023-01-01,1672560244,Teddy,emptytrack,user16-1672560244
user16,2023-01-01,1672560467,District 7,emptytrack,user16-1672560467
user17,2023-01-02,1672663320,MSTR ROGERS,emptytrack,user17-1672663320
user17,2023-01-02,1672663523,Maejor,emptytrack,user17-1672663523
user17,2023-01-02,1672663719,Liron,emptytrack,user17-1672663719
user17,2023-01-02,1672663912,KeBlack,emptytrack,user17-1672663912
user17,2023-01-02,1672664118,Flevans,emptytrack,user17-1672664118
user17,2023-01-02,1672664309,Boothed,emptytrack,user17-1672664309
user17,2023-01-02,1672664501,Azaryah,emptytrack,user17-1672664501
user17,2023-01-02,1672664719,Noizu,emptytrack,user17-1672664719
user17,2023-01-02,1672664907,E-Force,emptytrack,user17-1672664907
user17,2023-01-02,1672665131,nourii,emptytrack,user17-1672665131
user17,2023-01-02,1672665314,Paulinho Da Viola,emptytrack,user17-1672665314
user18,2023-01-01,1672611540,Ankhal,emptytrack,user18-1672611540
user18,2023-01-01,1672611734,Madsen,emptytrack,user18-1672611734
user18,2023-01-01,1672611948,Airbag,emptytrack,user18-1672611948
user18,2023-01-01,1672612167,Télépopmusik,emptytrack,user18-1672612167
user18,2023-01-01,1672612350,Davay,emptytrack,user18-1672612350
user18,2023-01-01,1672612548,Chrissie Hynde,emptytrack,user18-1672612548
user18,2023-01-01,1672612780,Pat Polzin,emptytrack,user18-1672612780
user18,2023-01-01,1672612995,Alstad,emptytrack,user18-1672612995
user18,2023-01-01,1672613215,Thrupence,emptytrack,user18-1672613215
user18,2023-01-01,1672613418,The Hit Co.,emptytrack,user18-1672613418
user18,2023-01-01,1672613652,sagun,emptytrack,user18-1672613652
user18,2023-01-02,1672691100,Arisa,emptytrack,user18-1672691100
user18,2023-01-02,1672691289,Robert Nickson,emptytrack,user18-1672691289
user18,2023-01-02,1672691488,Ron Sexsmith,emptytrack,user18-1672691488
user18,2023-01-02,1672691700,S-Trix,emptytrack,user18-1672691700
user18,2023-01-02,1672691885,Mo Money,emptytrack,user18-1672691885
user18,2023-01-02,1672692113,Jan Delay,emptytrack,user18-1672692113
user18,2023-01-02,1672692334,Big Fella Zil,emptytrack,user18-1672692334
user18,2023-01-02,1672692536,Dymenplaxx,emptytrack,user18-1672692536
user18,2023-01-02,1672692727,The Twelves,emptytrack,user18-1672692727
user18,2023-01-02,1672692915,King Charles,emptytrack,user18-1672692915
user18,2023-01-02,1672693137,Majik,emptytrack,user18-1672693137
user18,2023-01-02,1672693321,Skeeter Davis,emptytrack,user18-1672693321
user19,2023-01-01,1672564500,Da Beatfreakz,emptytrack,user19-1672564500
user19,2023-01-01,1672564735,Obie Bermudez,emptytrack,user19-1672564735
user19,2023-01-01,1672564951,Nino Ferrer,emptytrack,user19-1672564951
user19,2023-01-01,1672565170,LAV.ISH,emptytrack,user19-1672565170
user19,2023-01-01,1672565361,Biz Markie,emptytrack,user19-1672565361
user19,2023-01-01,1672565574,Ana Belén,emptytrack,user19-1672565574
user19,2023-01-01,1672565806,The Martinez Brothers,emptytrack,user19-1672565806
user19,2023-01-01,1672566007,The Flying Lizards,emptytrack,user19-1672566007
user19,2023-01-01,1672566195,The Association,emptytrack,user19-1672566195
user19,2023-01-01,1672566407,Totoy El Frio,emptytrack,user19-1672566407
user19,2023-01-01,1672566617,Brix,emptytrack,user19-1672566617
user19,2023-01-01,1672566843,MicahBlu,emptytrack,user19-1672566843
user19,2023-01-01,1672567045,Little Boots,emptytrack,user19-1672567045
user19,2023-01-01,1672567226,Jonaz,emptytrack,user19-1672567226
user19,2023-01-01,1672567424,Naomi Shelton & the Gospel Queens,emptytrack,user19-1672567424
user19,2023-01-01,1672567663,sagun,emptytrack,user19-1672567663
user19,2023-01-01,1672567888,SKÝ,emptytrack,user19-1672567888
user19,2023-01-01,1672568119,Thyra,emptytrack,user19-1672568119
user19,2023-01-01,1672568323,Teejay,emptytrack,user19-1672568323
user19,2023-01-01,1672568550,Lewis Roper,emptytrack,user19-1672568550
user19,2023-01-01,1672568767,De Fellas,emptytrack,user19-1672568767
user19,2023-01-02,1672650960,Sterling Void,emptytrack,user19-1672650960
user19,2023-01-02,1672651142,Stevan,emptytrack,user19-1672651142
user19,2023-01-02,1672651335,Creeper,emptytrack,user19-1672651335
user19,2023-01-02,1672651549,Orishas,emptytrack,user19-1672651549
user19,2023-01-02,1672651768,Charlie Wilson,emptytrack,user19-1672651768
user19,2023-01-02,1672651952,Georgel,emptytrack,user19-1672651952
user19,2023-01-02,1672652156,The 24 Project,emptytrack,user19-1672652156
user19,2023-01-02,1672652343,Kenny Barron,emptytrack,user19-1672652343
user19,2023-01-02,1672652569,FJAAK,emptytrack,user19-1672652569
user19,2023-01-02,1672652803,Hakone,emptytrack,user19-1672652803
user19,2023-01-02,1672653001,Barbara Mendes,emptytrack,user19-1672653001
user19,2023-01-02,1672653210,Jay Arrow,emptytrack,user19-1672653210
user19,2023-01-02,1672653420,Billy-Joe,emptytrack,user19-1672653420
user19,2023-01-02,1672653650,BEGINNERS,emptytrack,user19-1672653650
user19,2023-01-02,1672653886,Cantrell,emptytrack,user19-1672653886
user19,2023-01-02,1672654123,Stace Cadet,emptytrack,user19-1672654123
user19,2023-01-02,1672654322,District 7,emptytrack,user19-1672654322
user19,2023-01-02,1672654517,Joan Mifsud,emptytrack,user19-1672654517
user20,2023-01-02,1672668240,A Sunny Day In Glasgow,emptytrack,user20-1672668240
user20,2023-01-02,1672668469,The Felice Brothers,emptytrack,user20-1672668469
user20,2023-01-02,1672668685,Billy-Joe,emptytrack,user20-1672668685
user20,2023-01-02,1672668917,Yelawolf,emptytrack,user20-1672668917
user20,2023-01-02,1672669139,Alexandre Tharaud,emptytrack,user20-1672669139
user20,2023-01-02,1672669362,José Alfredo Jimenez,emptytrack,user20-1672669362
user20,2023-01-02,1672669567,Indian Wells,emptytrack,user20-1672669567
user20,2023-01-02,1672669797,Steffanie Christi'an,emptytrack,user20-1672669797
user20,2023-01-02,1672669985,Fuel,emptytrack,user20-1672669985
user20,2023-01-02,1672670174,Whitey Morgan and the 78's,emptytrack,user20-1672670174
user20,2023-01-02,1672670398,Edward Elgar,emptytrack,user20-1672670398
user20,2023-01-02,1672670609,The Ones,emptytrack,user20-1672670609
user20,2023-01-02,1672670843,Darude,emptytrack,user20-1672670843
user20,2023-01-02,1672671064,ANDY SVGE,emptytrack,user20-1672671064
user20,2023-01-02,1672671278,Alex Jones,emptytrack,user20-1672671278
user20,2023-01-02,1672671506,Marilyn Manson,emptytrack,user20-1672671506
user20,2023-01-02,1672671701,Luigi 21 Plus,emptytrack,user20-1672671701
user21,2023-01-01,1672565160,Nebraska,emptytrack,user21-1672565160
user21,2023-01-01,1672565364,Katt Niall,emptytrack,user21-1672565364
user22,2023-01-02,1672679820,DJ Mustard Stain,emptytrack,user22-1672679820
user22,2023-01-02,1672680054,KaMillion,emptytrack,user22-1672680054
user22,2023-01-02,1672680260,Estani,emptytrack,user22-1672680260
user22,2023-01-02,1672680452,The Good Men,emptytrack,user22-1672680452
user22,2023-01-02,1672680684,Cash,emptytrack,user22-1672680684
user22,2023-01-02,1672680884,Nanna,emptytrack,user22-1672680884
user22,2023-01-02,1672681070,Style of Eye,emptytrack,user22-1672681070
user22,2023-01-02,1672681267,Isolée,emptytrack,user22-1672681267
user22,2023-01-02,1672681480,John Prine,emptytrack,user22-1672681480
user22,2023-01-02,1672681700,Ultravox,emptytrack,user22-1672681700
user22,2023-01-02,1672681908,Café Noir,emptytrack,user22-1672681908
user22,2023-01-02,1672682148,Park Kyung,emptytrack,user22-1672682148
user22,2023-01-02,1672682347,Amy Winehouse,emptytrack,user22-1672682347
user22,2023-01-02,1672682545,Randomer,emptytrack,user22-1672682545
user27,2023-01-01,1672595460,DJ Maff,emptytrack,user27-1672595460
user27,2023-01-01,1672595680,Chelsea Crites,emptytrack,user27-1672595680
user27,2023-01-01,1672595893,Brix,emptytrack,user27-1672595893
user27,2023-01-01,1672596090,Miichunari,emptytrack,user27-1672596090
user27,2023-01-01,1672596297,D. Tiffany,emptytrack,user27-1672596297
user27,2023-01-01,1672596509,Nico Vega,emptytrack,user27-1672596509
user27,2023-01-01,1672596692,Cosculluela,emptytrack,user27-1672596692
user27,2023-01-01,1672596927,Ibibio Sound Machine,emptytrack,user27-1672596927
user27,2023-01-01,1672597118,Red Cafe,emptytrack,user27-1672597118
user27,2023-01-01,1672597310,Newcleus,emptytrack,user27-1672597310
user27,2023-01-01,1672597549,Merlo,emptytrack,user27-1672597549
user27,2023-01-01,1672597743,Arc North,emptytrack,user27-1672597743
user28,2023-01-01,1672573800,Swishahouse,emptytrack,user28-1672573800
user28,2023-01-01,1672574025,DeMarzo,emptytrack,user28-1672574025
user28,2023-01-01,1672574254,Keiynan Lonsdale,emptytrack,user28-1672574254
user28,2023-01-01,1672574449,Burn In Noise,emptytrack,user28-1672574449
user28,2023-01-01,1672574688,The Martinez Brothers,emptytrack,user28-1672574688
user28,2023-01-01,1672574893,Husman,emptytrack,user28-1672574893
user28,2023-01-01,1672575105,Gallago,emptytrack,user28-1672575105
user28,2023-01-01,1672575323,Odunsi (The Engine),emptytrack,user28-1672575323
user28,2023-01-01,1672575559,Snowy White,emptytrack,user28-1672575559
user28,2023-01-01,1672575776,Khaliente,emptytrack,user28-1672575776
user28,2023-01-01,1672575978,Weezer,emptytrack,user28-1672575978
user28,2023-01-01,1672576175,Sheek,emptytrack,user28-1672576175
user28,2023-01-01,1672576407,Daniel Balavoine,emptytrack,user28-1672576407
user28,2023-01-01,1672576623,Alphaman,emptytrack,user28-1672576623
user28,2023-01-01,1672576844,Terri B,emptytrack,user28-1672576844
user28,2023-01-01,1672577038,Sada Baby,emptytrack,user28-1672577038
user28,2023-01-01,1672577223,YDG,emptytrack,user28-1672577223
user29,2023-01-02,1672665360,Birds Of Tokyo,emptytrack,user29-1672665360
user29,2023-01-02,1672665557,GAIKA,emptytrack,user29-1672665557
user29,2023-01-02,1672665793,Griselda,emptytrack,user29-1672665793
user29,2023-01-02,1672666000,Aterciopelados,emptytrack,user29-1672666000
user29,2023-01-02,1672666189,Beshken,emptytrack,user29-1672666189
user29,2023-01-02,1672666418,Nikki Simmons,emptytrack,user29-1672666418
user29,2023-01-02,1672666601,Jordan Grace,emptytrack,user29-1672666601
user29,2023-01-02,1672666833,Skream,emptytrack,user29-1672666833
user29,2023-01-02,1672667033,Landy Wen,emptytrack,user29-1672667033
user31,2023-01-01,1672575660,Tommy Johnson,emptytrack,user31-1672575660
user31,2023-01-01,1672575861,Jefferson Grégoire,emptytrack,user31-1672575861
user31,2023-01-01,1672576077,Soulstice,emptytrack,user31-1672576077
user31,2023-01-01,1672576286,AWAY,emptytrack,user31-1672576286
user31,2023-01-01,1672576478,Eddie & The Hot Rods,emptytrack,user31-1672576478
user31,2023-01-01,1672576675,Kyle Denmead,emptytrack,user31-1672576675
user31,2023-01-01,1672576877,Lamont Dozier,emptytrack,user31-1672576877
user31,2023-01-01,1672577062,Houis,emptytrack,user31-1672577062
user31,2023-01-01,1672577300,Anna von Hausswolff,emptytrack,user31-1672577300
user31,2023-01-01,1672577513,Kill Them With Colour,emptytrack,user31-1672577513
user31,2023-01-01,1672577695,King Gizzard & The Lizard Wizard,emptytrack,user31-1672577695
user31,2023-01-01,1672577922,All The Luck In The World,emptytrack,user31-1672577922
user31,2023-01-01,1672578117,Liza Anne,emptytrack,user31-1672578117
user31,2023-01-01,1672578351,AES DANA,emptytrack,user31-1672578351
user31,2023-01-01,1672578570,Connor Stock,emptytrack,user31-1672578570
user31,2023-01-01,1672578774,Children of Zeus,emptytrack,user31-1672578774
user31,2023-01-01,1672578995,Tommy James,emptytrack,user31-1672578995
user31,2023-01-01,1672579209,Gioachino Rossini,emptytrack,user31-1672579209
user31,2023-01-02,1672676400,Evidence,emptytrack,user31-1672676400
user31,2023-01-02,1672676589,David Douglas,emptytrack,user31-1672676589
user31,2023-01-02,1672676782,Louise,emptytrack,user31-1672676782
user31,2023-01-02,1672676978,THABO,emptytrack,user31-1672676978
user31,2023-01-02,1672677218,The Great Escape,emptytrack,user31-1672677218
user31,2023-01-02,1672677398,The Presets,emptytrack,user31-1672677398
user31,2023-01-02,1672677614,The Darkraver,emptytrack,user31-1672677614
user31,2023-01-02,1672677850,DJ Maff,emptytrack,user31-1672677850
user31,2023-01-02,1672678071,Terrorvision,emptytrack,user31-1672678071
user31,2023-01-02,1672678262,Chris Thile,emptytrack,user31-1672678262
user31,2023-01-02,1672678473,Davay,emptytrack,user31-1672678473
user31,2023-01-02,1672678660,Off The Meds,emptytrack,user31-1672678660
user31,2023-01-02,1672678888,Rahsaan Roland Kirk,emptytrack,user31-1672678888
user31,2023-01-02,1672679095,Colony House,emptytrack,user31-1672679095
user31,2023-01-02,1672679296,Realizer,emptytrack,user31-1672679296
user31,2023-01-02,1672679486,Ella Collier,emptytrack,user31-1672679486
user31,2023-01-02,1672679700,Allé,emptytrack,user31-1672679700
user32,2023-01-01,1672606440,Jefferson Starship,emptytrack,user32-1672606440
user32,2023-01-01,1672606642,Bianca Bonnie,emptytrack,user32-1672606642
user32,2023-01-01,1672606837,Armani White,emptytrack,user32-1672606837
user32,2023-01-01,1672607031,Skipper,emptytrack,user32-1672607031
user32,2023-01-01,1672607257,Fish Go Deep,emptytrack,user32-1672607257
user32,2023-01-01,1672607458,Nathaniel Rateliff,emptytrack,user32-1672607458
user32,2023-01-01,1672607662,DreamDoll,emptytrack,user32-1672607662
user32,2023-01-01,1672607842,The Whip,emptytrack,user32-1672607842
user32,2023-01-01,1672608057,Lil' Kim,emptytrack,user32-1672608057
user32,2023-01-01,1672608274,Eli & Fur,emptytrack,user32-1672608274
user32,2023-01-01,1672608488,DCX,emptytrack,user32-1672608488
user32,2023-01-01,1672608676,Desaparecidos,emptytrack,user32-1672608676
user32,2023-01-01,1672608909,Julio Iglesias,emptytrack,user32-1672608909
user32,2023-01-01,1672609102,Resistance,emptytrack,user32-1672609102
user32,2023-01-01,1672609294,Los Piratas,emptytrack,user32-1672609294
user32,2023-01-01,1672609523,DJ Mesta,emptytrack,user32-1672609523
user32,2023-01-01,1672609745,Children of Zeus,emptytrack,user32-1672609745
user32,2023-01-02,1672634700,Deauxnuts,emptytrack,user32-1672634700
user32,2023-01-02,1672634922,20syl,emptytrack,user32-1672634922
user32,2023-01-02,1672635134,Jeremih,emptytrack,user32-1672635134
user32,2023-01-02,1672635336,Lewis Roper,emptytrack,user32-1672635336
user32,2023-01-02,1672635543,Halvorsen,emptytrack,user32-1672635543
user32,2023-01-02,1672635759,Subspace,emptytrack,user32-1672635759
user32,2023-01-02,1672635992,Kutiman,emptytrack,user32-1672635992
user32,2023-01-02,1672636206,Chris Andrews,emptytrack,user32-1672636206
user32,2023-01-02,1672636444,Yelawolf,emptytrack,user32-1672636444
user32,2023-01-02,1672636680,Max K.,emptytrack,user32-1672636680
user32,2023-01-02,1672636884,Pseudo Echo,emptytrack,user32-1672636884
user32,2023-01-02,1672637074,KRIKIT,emptytrack,user32-1672637074
user32,2023-01-02,1672637289,Hr. Troels,emptytrack,user32-1672637289
user32,2023-01-02,1672637481,Rowald Steyn,emptytrack,user32-1672637481
user32,2023-01-02,1672637680,Amy Winehouse,emptytrack,user32-1672637680
user32,2023-01-02,1672637874,Cash,emptytrack,user32-1672637874
user33,2023-01-01,1672566720,Chris Ruest,emptytrack,user33-1672566720
user33,2023-01-01,1672566959,Kids on Bridges,emptytrack,user33-1672566959
user33,2023-01-01,1672567144,Josylvio,emptytrack,user33-1672567144
user33,2023-01-01,1672567367,La Melodia Perfecta,emptytrack,user33-1672567367
user33,2023-01-01,1672567574,Ruth Brown,emptytrack,user33-1672567574
user33,2023-01-01,1672567779,Biz Markie,emptytrack,user33-1672567779
user33,2023-01-01,1672568003,Hadji Gaviota,emptytrack,user33-1672568003
user33,2023-01-01,1672568235,Jocelyn Brown,emptytrack,user33-1672568235
user33,2023-01-01,1672568426,The Advent,emptytrack,user33-1672568426
user33,2023-01-01,1672568621,DeMarzo,emptytrack,user33-1672568621
user33,2023-01-01,1672568821,Clément Leroux,emptytrack,user33-1672568821
user33,2023-01-01,1672569046,Ozuna,emptytrack,user33-1672569046
user33,2023-01-01,1672569252,Odie,emptytrack,user33-1672569252
user33,2023-01-01,1672569474,Basshunter,emptytrack,user33-1672569474
user34,2023-01-01,1672616700,New Hope Club,emptytrack,user34-1672616700
user34,2023-01-01,1672616880,Ducktails,emptytrack,user34-1672616880
user34,2023-01-01,1672617080,The Three Sum,emptytrack,user34-1672617080
user34,2023-01-01,1672617270,El Chacal,emptytrack,user34-1672617270
user34,2023-01-01,1672617479,Anna Leone,emptytrack,user34-1672617479
user34,2023-01-01,1672617684,Kuzu Mellow,emptytrack,user34-1672617684
user34,2023-01-01,1672617883,Basshunter,emptytrack,user34-1672617883
user34,2023-01-01,1672618067,Spartaque,emptytrack,user34-1672618067
user34,2023-01-01,1672618268,Snow Patrol,emptytrack,user34-1672618268
user34,2023-01-01,1672618483,Swick,emptytrack,user34-1672618483
user34,2023-01-01,1672618707,MOON,emptytrack,user34-1672618707
user34,2023-01-01,1672618903,DreamDoll,emptytrack,user34-1672618903
user34,2023-01-01,1672619124,Boxed In,emptytrack,user34-1672619124
user34,2023-01-01,1672619328,Juliander,emptytrack,user34-1672619328
user34,2023-01-01,1672619517,David Bowie,emptytrack,user34-1672619517
user34,2023-01-01,1672619740,Chillout Lounge,emptytrack,user34-1672619740
user34,2023-01-01,1672619962,Liza Anne,emptytrack,user34-1672619962
user34,2023-01-02,1672632240,kennedi,emptytrack,user34-1672632240
user34,2023-01-02,1672632428,Marilyn Manson,emptytrack,user34-1672632428
user34,2023-01-02,1672632641,GEE $ MON,emptytrack,user34-1672632641
user34,2023-01-02,1672632870,Sezen Aksu,emptytrack,user34-1672632870
user34,2023-01-02,1672633087,Carl Nunes,emptytrack,user34-1672633087
user34,2023-01-02,1672633286,Hundredth,emptytrack,user34-1672633286
user34,2023-01-02,1672633479,Lulu James,emptytrack,user34-1672633479
user34,2023-01-02,1672633694,Eldkvarn,emptytrack,user34-1672633694
user34,2023-01-02,1672633906,Lenine,emptytrack,user34-1672633906
user34,2023-01-02,1672634088,Nick Brewer,emptytrack,user34-1672634088
user34,2023-01-02,1672634311,John Newman,emptytrack,user34-1672634311
user34,2023-01-02,1672634505,Pegato,emptytrack,user34-1672634505
user34,2023-01-02,1672634714,Konx-Om-Pax,emptytrack,user34-1672634714
user34,2023-01-02,1672634953,Protohype,emptytrack,user34-1672634953
user34,2023-01-02,1672635185,Pete Philly,emptytrack,user34-1672635185
user34,2023-01-02,1672635404,Middle Child,emptytrack,user34-1672635404
user36,2023-01-01,1672532580,Clem Leek,emptytrack,user36-1672532580
user36,2023-01-01,1672532782,High Klassified,emptytrack,user36-1672532782
user36,2023-01-01,1672532985,Landy Wen,emptytrack,user36-1672532985
